Date,Volume(V µg/m3)
02/09/2020,10
03/09/2020,3
04/09/2020,6
05/09/2020,4
06/09/2020,4
07/09/2020,5
08/09/2020,3
09/09/2020,4
10/09/2020,7
11/09/2020,6
12/09/2020,6
13/09/2020,4
14/09/2020,8
15/09/2020,15
16/09/2020,9
17/09/2020,8
18/09/2020,4
19/09/2020,4
20/09/2020,3
21/09/2020,14
22/09/2020,15
23/09/2020,3
24/09/2020,4
25/09/2020,3
26/09/2020,5
27/09/2020,7
28/09/2020,9
29/09/2020,7
30/09/2020,8
01/10/2020,5
02/10/2020,5
03/10/2020,6
04/10/2020,4
05/10/2020,3
06/10/2020,4
07/10/2020,5
08/10/2020,3
09/10/2020,4
10/10/2020,2
11/10/2020,3
12/10/2020,7
13/10/2020,3
14/10/2020,7
15/10/2020,4
16/10/2020,4
17/10/2020,4
18/10/2020,7
19/10/2020,17
20/10/2020,10
21/10/2020,12
22/10/2020,3
23/10/2020,7
24/10/2020,5
25/10/2020,4
26/10/2020,4
27/10/2020,5
28/10/2020,5
29/10/2020,5
30/10/2020,6
31/10/2020,7
01/11/2020,7
02/11/2020,3
03/11/2020,4
04/11/2020,11
05/11/2020,19
06/11/2020,67
07/11/2020,40
08/11/2020,35
09/11/2020,32
10/11/2020,16
11/11/2020,10
12/11/2020,4
13/11/2020,6
14/11/2020,8
15/11/2020,4
16/11/2020,6
17/11/2020,2
18/11/2020,5
19/11/2020,7
20/11/2020,9
21/11/2020,5
22/11/2020,7
23/11/2020,8
24/11/2020,7
25/11/2020,8
26/11/2020,17
27/11/2020,16
28/11/2020,28
29/11/2020,27
30/11/2020,7
01/12/2020,6
02/12/2020,10
03/12/2020,5
04/12/2020,4
05/12/2020,6
06/12/2020,7
07/12/2020,11
08/12/2020,8
09/12/2020,8
10/12/2020,14
11/12/2020,12
12/12/2020,9
13/12/2020,9
14/12/2020,6
15/12/2020,10
16/12/2020,7
17/12/2020,6
18/12/2020,2
19/12/2020,3
20/12/2020,3
21/12/2020,11
22/12/2020,11
23/12/2020,6
24/12/2020,2
25/12/2020,7
26/12/2020,4
27/12/2020,5
28/12/2020,13
29/12/2020,5
30/12/2020,10
31/12/2020,14
01/01/2021,4
02/01/2021,3
03/01/2021,3
04/01/2021,4
05/01/2021,4
06/01/2021,5
07/01/2021,15
08/01/2021,5
09/01/2021,11
10/01/2021,6
11/01/2021,2
12/01/2021,5
13/01/2021,10
14/01/2021,6
15/01/2021,18
16/01/2021,11
17/01/2021,6
18/01/2021,5
19/01/2021,2
20/01/2021,2
21/01/2021,3
22/01/2021,7
23/01/2021,9
24/01/2021,13
25/01/2021,6
26/01/2021,13
27/01/2021,17
28/01/2021,10
29/01/2021,6
30/01/2021,4
31/01/2021,6
01/02/2021,7
02/02/2021,5
03/02/2021,5
04/02/2021,13
05/02/2021,14
06/02/2021,8
07/02/2021,7
08/02/2021,4
09/02/2021,3
10/02/2021,5
11/02/2021,8
12/02/2021,11
13/02/2021,10
14/02/2021,10
15/02/2021,12
16/02/2021,7
17/02/2021,8
18/02/2021,4
19/02/2021,6
20/02/2021,11
21/02/2021,9
22/02/2021,12
23/02/2021,7
24/02/2021,4
25/02/2021,8
26/02/2021,12
27/02/2021,17
28/02/2021,23
01/03/2021,32
02/03/2021,38
03/03/2021,43
04/03/2021,7
05/03/2021,5
06/03/2021,21
07/03/2021,24
08/03/2021,12
09/03/2021,11
10/03/2021,
11/03/2021,
12/03/2021,4
13/03/2021,3
14/03/2021,5
15/03/2021,6
16/03/2021,7
17/03/2021,10
18/03/2021,12
19/03/2021,3
20/03/2021,5
21/03/2021,7
22/03/2021,6
23/03/2021,9
24/03/2021,5
25/03/2021,5
26/03/2021,4
27/03/2021,6
28/03/2021,2
29/03/2021,2
30/03/2021,11
31/03/2021,22
01/04/2021,4
02/04/2021,6
03/04/2021,10
04/04/2021,14
05/04/2021,3
06/04/2021,3
07/04/2021,3
08/04/2021,5
09/04/2021,4
10/04/2021,5
11/04/2021,3
12/04/2021,4
13/04/2021,6
14/04/2021,7
15/04/2021,5
16/04/2021,11
17/04/2021,17
18/04/2021,14
19/04/2021,18
20/04/2021,30
21/04/2021,9
22/04/2021,10
23/04/2021,12
24/04/2021,12
25/04/2021,8
26/04/2021,9
27/04/2021,10
28/04/2021,8
29/04/2021,4
30/04/2021,6
01/05/2021,7
02/05/2021,10
03/05/2021,8
04/05/2021,1
05/05/2021,3
06/05/2021,3
07/05/2021,4
08/05/2021,8
09/05/2021,4
10/05/2021,5
11/05/2021,6
12/05/2021,5
13/05/2021,9
14/05/2021,8
15/05/2021,15
16/05/2021,11
17/05/2021,6
18/05/2021,4
19/05/2021,3
20/05/2021,7
21/05/2021,2
22/05/2021,2
23/05/2021,4
24/05/2021,4
25/05/2021,3
26/05/2021,5
27/05/2021,11
28/05/2021,15
29/05/2021,17
30/05/2021,16
31/05/2021,17
01/06/2021,13
02/06/2021,14
03/06/2021,16
04/06/2021,5
05/06/2021,5
06/06/2021,6
07/06/2021,12
08/06/2021,6
09/06/2021,4
10/06/2021,3
11/06/2021,5
12/06/2021,5
13/06/2021,5
14/06/2021,5
15/06/2021,7
16/06/2021,5
17/06/2021,5
18/06/2021,5
19/06/2021,5
20/06/2021,7
21/06/2021,7
22/06/2021,9
23/06/2021,10
24/06/2021,5
25/06/2021,3
26/06/2021,3
27/06/2021,5
28/06/2021,6
29/06/2021,9
30/06/2021,7
01/07/2021,9
02/07/2021,16
03/07/2021,18
04/07/2021,5
05/07/2021,4
06/07/2021,3
07/07/2021,5
08/07/2021,6
09/07/2021,7
10/07/2021,13
11/07/2021,10
12/07/2021,10
13/07/2021,3
14/07/2021,5
15/07/2021,5
16/07/2021,6
17/07/2021,5
18/07/2021,6
19/07/2021,8
20/07/2021,11
21/07/2021,16
22/07/2021,13
23/07/2021,9
24/07/2021,6
25/07/2021,8
26/07/2021,10
27/07/2021,13
28/07/2021,5
29/07/2021,3
30/07/2021,5
31/07/2021,4
01/08/2021,3
02/08/2021,7
03/08/2021,6
04/08/2021,
05/08/2021,
06/08/2021,5
07/08/2021,5
08/08/2021,4
09/08/2021,5
10/08/2021,5
11/08/2021,6
12/08/2021,6
13/08/2021,6
14/08/2021,6
15/08/2021,6
16/08/2021,12
17/08/2021,3
18/08/2021,3
19/08/2021,5
20/08/2021,6
21/08/2021,5
22/08/2021,5
23/08/2021,5
24/08/2021,4
25/08/2021,6
26/08/2021,5
27/08/2021,5
28/08/2021,6
29/08/2021,6
30/08/2021,3
31/08/2021,5
01/09/2021,9
02/09/2021,8
03/09/2021,11
04/09/2021,10
05/09/2021,12
06/09/2021,22
07/09/2021,25
08/09/2021,23
09/09/2021,26
10/09/2021,9
11/09/2021,4
12/09/2021,3
13/09/2021,5
14/09/2021,5
15/09/2021,4
16/09/2021,8
17/09/2021,10
18/09/2021,11
19/09/2021,8
20/09/2021,3
21/09/2021,6
22/09/2021,6
23/09/2021,6
24/09/2021,8
25/09/2021,6
26/09/2021,9
27/09/2021,3
28/09/2021,5
29/09/2021,3
30/09/2021,4
01/10/2021,4
02/10/2021,6
03/10/2021,3
04/10/2021,4
05/10/2021,2
06/10/2021,3
07/10/2021,
08/10/2021,7
09/10/2021,13
10/10/2021,4
11/10/2021,5
12/10/2021,4
13/10/2021,5
14/10/2021,6
15/10/2021,7
16/10/2021,17
17/10/2021,10
18/10/2021,16
19/10/2021,5
20/10/2021,6
21/10/2021,4
22/10/2021,4
23/10/2021,5
24/10/2021,6
25/10/2021,6
26/10/2021,5
27/10/2021,3
28/10/2021,6
29/10/2021,5
30/10/2021,6
31/10/2021,4
01/11/2021,4
02/11/2021,7
03/11/2021,3
04/11/2021,3
05/11/2021,19
06/11/2021,8
07/11/2021,9
08/11/2021,9
09/11/2021,4
10/11/2021,7
11/11/2021,12
12/11/2021,5
13/11/2021,4
14/11/2021,11
15/11/2021,22
16/11/2021,8
17/11/2021,8
18/11/2021,3
19/11/2021,3
20/11/2021,3
21/11/2021,2
22/11/2021,5
23/11/2021,6
24/11/2021,6
25/11/2021,6
26/11/2021,2
27/11/2021,4
28/11/2021,5
29/11/2021,7
30/11/2021,2
01/12/2021,2
02/12/2021,6
03/12/2021,8
04/12/2021,4
05/12/2021,2
06/12/2021,6
07/12/2021,7
08/12/2021,2
09/12/2021,6
10/12/2021,4
11/12/2021,9
12/12/2021,4
13/12/2021,8
14/12/2021,9
15/12/2021,4
16/12/2021,11
17/12/2021,11
18/12/2021,12
19/12/2021,7
20/12/2021,8
21/12/2021,15
22/12/2021,24
23/12/2021,20
24/12/2021,6
25/12/2021,5
26/12/2021,8
27/12/2021,12
28/12/2021,4
29/12/2021,9
30/12/2021,2
31/12/2021,5
01/01/2022,10
02/01/2022,5
03/01/2022,6
04/01/2022,4
05/01/2022,6
06/01/2022,7
07/01/2022,4
08/01/2022,8
09/01/2022,8
10/01/2022,14
11/01/2022,12
12/01/2022,8
13/01/2022,7
14/01/2022,12
15/01/2022,38
16/01/2022,13
17/01/2022,9
18/01/2022,16
19/01/2022,7
20/01/2022,8
21/01/2022,6
22/01/2022,3
23/01/2022,9
24/01/2022,21
25/01/2022,30
26/01/2022,11
27/01/2022,5
28/01/2022,8
29/01/2022,6
30/01/2022,7
31/01/2022,5
01/02/2022,6
02/02/2022,4
03/02/2022,7
04/02/2022,4
05/02/2022,4
06/02/2022,3
07/02/2022,6
08/02/2022,3
09/02/2022,4
10/02/2022,5
11/02/2022,9
12/02/2022,4
13/02/2022,3
14/02/2022,2
15/02/2022,8
16/02/2022,7
17/02/2022,5
18/02/2022,4
19/02/2022,5
20/02/2022,4
21/02/2022,8
22/02/2022,7
23/02/2022,4
24/02/2022,4
25/02/2022,7
26/02/2022,11
27/02/2022,11
28/02/2022,11
01/03/2022,6
02/03/2022,25
03/03/2022,43
04/03/2022,8
05/03/2022,4
06/03/2022,6
07/03/2022,8
08/03/2022,26
09/03/2022,19
10/03/2022,12
11/03/2022,18
12/03/2022,6
13/03/2022,8
14/03/2022,7
15/03/2022,13
16/03/2022,18
17/03/2022,
18/03/2022,
19/03/2022,13
20/03/2022,25
21/03/2022,43
22/03/2022,48
23/03/2022,63
24/03/2022,46
25/03/2022,29
26/03/2022,26
27/03/2022,14
28/03/2022,23
29/03/2022,15
30/03/2022,5
31/03/2022,2
01/04/2022,3
02/04/2022,4
03/04/2022,6
04/04/2022,1
05/04/2022,3
06/04/2022,3
07/04/2022,3
08/04/2022,3
09/04/2022,4
10/04/2022,7
11/04/2022,13
12/04/2022,27
13/04/2022,11
14/04/2022,11
15/04/2022,17
16/04/2022,22
17/04/2022,18
18/04/2022,4
19/04/2022,4
20/04/2022,8
21/04/2022,11
22/04/2022,9
23/04/2022,12
24/04/2022,8
25/04/2022,8
26/04/2022,7
27/04/2022,7
28/04/2022,9
29/04/2022,12
30/04/2022,14
01/05/2022,11
02/05/2022,14
03/05/2022,16
04/05/2022,9
05/05/2022,4
06/05/2022,6
07/05/2022,7
08/05/2022,11
09/05/2022,9
10/05/2022,5
11/05/2022,4
12/05/2022,4
13/05/2022,9
14/05/2022,14
15/05/2022,16
16/05/2022,12
17/05/2022,8
18/05/2022,5
19/05/2022,5
20/05/2022,6
21/05/2022,6
22/05/2022,3
23/05/2022,3
24/05/2022,2
25/05/2022,3
26/05/2022,4
27/05/2022,5
28/05/2022,3
29/05/2022,3
30/05/2022,4
31/05/2022,3
01/06/2022,4
02/06/2022,10
03/06/2022,7
04/06/2022,6
05/06/2022,6
06/06/2022,6
07/06/2022,9
08/06/2022,6
09/06/2022,6
10/06/2022,9
11/06/2022,7
12/06/2022,6
13/06/2022,4
14/06/2022,7
15/06/2022,9
16/06/2022,6
17/06/2022,6
18/06/2022,6
19/06/2022,5
20/06/2022,5
21/06/2022,6
22/06/2022,5
23/06/2022,8
24/06/2022,14
25/06/2022,4
26/06/2022,5
27/06/2022,4
28/06/2022,6
29/06/2022,4
30/06/2022,3
01/07/2022,4
02/07/2022,3
03/07/2022,3
04/07/2022,3
05/07/2022,4
06/07/2022,3
07/07/2022,3
08/07/2022,4
09/07/2022,2
10/07/2022,2
11/07/2022,4
12/07/2022,5
13/07/2022,4
14/07/2022,3
15/07/2022,4
16/07/2022,6
17/07/2022,9
18/07/2022,8
19/07/2022,15
20/07/2022,11
21/07/2022,6
22/07/2022,5
23/07/2022,6
24/07/2022,3
25/07/2022,3
26/07/2022,5
27/07/2022,8
28/07/2022,6
29/07/2022,6
30/07/2022,6
31/07/2022,3
01/08/2022,4
02/08/2022,2
03/08/2022,4
04/08/2022,3
05/08/2022,4
06/08/2022,5
07/08/2022,5
08/08/2022,6
09/08/2022,5
10/08/2022,9
11/08/2022,10
12/08/2022,8
13/08/2022,7
14/08/2022,12
15/08/2022,14
